KD_KPP,WP_BENDAHARA,WP_BADAN,WP_OP_KARYAWAN,WP_OP_PENGUSAHA,JUMLAH_FPP,JUMLAH_AR,REALISASI_ANGGARAN,KEPATUHAN_SPT,CAPAIAN_PENERIMAAN,PERTUMBUHAN_PENERIMAAN,SP2DK_TERBIT,SP2DK_CAIR,PEMERIKSAAN_SELESAI
7,0.0002002002002002002,0.03709421112372305,0.001114269104063045,0.0007727160970812405,0.5869565217391305,0.4545454545454546,0.1434515892192013,0.3432877870122553,0.2007112375533429,0.1299151276264344,0.1071190951430472,0.06503091960901657,0.0652294085129906
11,0.007807807807807808,0.4001816118047673,0.06067114527485305,0.02981981665554424,0.4565217391304348,0.5,0.2696505798053248,0.4910550781800251,0.4155049786628735,0.5148288248196065,0.3790197383011754,0.3548773189706763,0.1459369817578773
14,0.007207207207207207,0.24,0.1809879852722692,0.06102700993993888,0.4565217391304348,0.5454545454545454,0.2507811616257637,0.451190308494154,0.1657183499288764,0.2089068311135128,0.1230871590153027,0.1823259525234391,0.1293532338308458
18,0.002602602602602603,0.161044267877412,0.1202764679284284,0.03949632959853886,0.3913043478260869,0.5,0.2214081482888916,0.3758275813494856,0.236842105263158,0.2364665119679583,0.06719893546240852,0.1940953520845801,0.09729132117191819
19,0.006006006006006006,0.272644721906924,0.1421500549060138,0.0605879667029609,0.3695652173913043,0.4318181818181818,0.2488728585170025,0.2966615016199463,0.4058321479374112,0.4404145077720206,0.2035928143712575,0.2300019948134849,0.1111111111111111
22,0.0006006006006006007,0.198955732122588,0.03710193139978037,0.01343472305152611,0.3043478260869565,0.3636363636363636,0.2142276255771997,0.3537117903930131,0.1182076813655761,0.2451762611653263,0.1022399645154136,0.09036505086774387,0.1006080707573245
28,0.01261261261261261,0.2039954597048808,0.05817615141140754,0.03352534157563836,0.3913043478260869,0.2954545454545454,0.02007266252314976,0.3035638822369349,0.5553342816500708,0.1946024984900982,0.1913949878021734,0.1877119489327748,0.1404090657822001
32,0.004804804804804805,0.2558910329171396,0.1314595310380466,0.1459555337009588,0.3913043478260869,0.4545454545454546,0.2043280104425858,0.7499647837723622,0.1822190611664296,0.4736005594583426,0.3282324240408073,0.46918013165769,0.1487009397457159
38,0.0002002002002002002,0.09325766174801363,0.0009608552419094374,0.0007727160970812405,0.5869565217391305,0.6818181818181819,0.2147370735175146,0.3331455134525989,0.1755334281650072,0.1288343558282208,0.1796407185628742,0.1296628765210453,0.1050304035378662
46,0.0002002002002002002,0.04113507377979568,0.0006863251727924553,0.0007375926381230023,0.5869565217391305,0.5681818181818182,0.1569340994133635,0.3420200028172982,0.2857752489331438,0.1841126545662609,0.122200044355733,0.08737283064033513,0.06467661691542288
47,0.001601601601601602,0.4063564131668558,0.1611572249854661,0.1794633135471181,0.5434782608695653,0.5909090909090909,0.2970598003242712,0.392449640794478,0.228022759601707,0.4257287262786483,0.5001108893324462,0.2208258527827648,0.2056384742951907
51,0.0002002002002002002,0.0,0.0,0.0,0.5869565217391305,0.5681818181818182,0.2463860164280223,0.3432877870122553,0.1817923186344239,0.3146953177151213,0.0,0.0,0.1431730237700387
52,0.0002002002002002002,0.01575482406356413,0.0,0.0,1.0,0.5227272727272727,0.2920097698675773,0.3432877870122553,0.1409672830725461,0.1356050732699704,0.08427589265912619,0.03550768003191701,0.2902155887230514
53,0.0002002002002002002,0.06506242905788877,0.08190685356243137,0.001106388957184503,0.5652173913043479,1.0,0.4318951903821713,0.3432877870122553,0.2122332859174965,0.154772878985346,0.06941672211133287,0.03351286654697785,0.9999999999999999
54,0.0002002002002002002,0.04295119182746879,0.0,0.0,0.6956521739130435,0.5909090909090909,0.2586471970455644,0.3411748133539936,0.1590327169274539,0.1176769763819575,0.07651363938789088,0.09016556951924995,0.1238253178551686
55,0.0002002002002002002,0.01425652667423382,0.0,0.0,1.0,0.5,0.5608320735638617,0.3432877870122553,0.2211948790896159,0.1884039543532852,0.08582834331337325,0.09355675244364653,0.396351575456053
56,0.0002002002002002002,0.006719636776390463,0.0,0.0,0.6304347826086957,0.5,0.3310432855360988,0.3432877870122553,0.182788051209104,0.1696175975078674,0.07850964737192281,0.02234191103131858,0.09286898839137644
57,0.0004004004004004004,0.01334846765039727,0.0,0.0,1.0,0.5,0.4198795824676212,0.3432877870122553,0.1189189189189188,0.1455227438888712,0.05233976491461521,0.02254139237981249,0.3532338308457711
58,0.0002002002002002002,0.01861520998864926,0.0,0.0,0.8478260869565217,0.5,0.2945128170634445,0.3432877870122553,0.1815078236130869,0.09100734289074668,0.06852960745176315,0.05705166566925993,0.197346600331675
59,0.0002002002002002002,0.01938706015891033,0.0,0.0,0.6956521739130435,0.5227272727272727,0.303559174347678,0.3432877870122553,0.2213371266002846,0.1412950189135065,0.0707473941006875,0.04268900857769799,0.1160862354892206
61,0.01021021021021021,0.3279455164585698,0.218558232672308,0.0762179059393769,0.3913043478260869,0.5227272727272727,0.1976713554920494,0.4461191717143258,0.397155049786629,0.2181251788041578,0.1297405189620758,0.3439058448035109,0.1105583195135434
62,0.0002002002002002002,0.06238365493757095,0.001485692138750727,0.0008254012855185978,0.5869565217391305,0.5909090909090909,0.1590520737496394,0.3423017326383997,0.1021337126600286,0.1098254871419943,0.09580838323353291,0.06702573309395572,0.1857379767827529
63,0.01501501501501501,0.500794551645857,0.02960887539564628,0.01188929085736363,0.5434782608695653,0.5454545454545454,0.2299580460844888,0.3914635864206226,0.5095305832147936,0.1502590673575129,0.1565757374140608,0.2030720127668063,0.1984521835268104
69,0.0004004004004004004,0.05970488081725313,0.001413022414572702,0.0006322222612482876,0.5869565217391305,0.5681818181818182,0.2344530223186935,0.3432877870122553,0.04011379800853487,0.1940938999968213,0.08982035928143711,0.05824855376022342,0.1735765616362631
71,0.007607607607607608,0.2011804767309875,0.09534267812156838,0.03673913807031716,0.3043478260869565,0.4318181818181818,0.9815710642765321,0.1364980983237074,0.2206258890469417,0.9999999999999999,0.05012197826569083,0.04009575104727708,0.1111111111111111
72,0.004404404404404405,0.1867423382519864,0.1028518829532976,0.09221664149485441,0.3043478260869565,0.4772727272727273,0.327202359967986,0.393153965347232,0.3829302987197727,0.4015702978479926,0.4111776447105788,0.2635148613604628,0.1122166943062465
73,0.0002002002002002002,0.103155505107832,0.0007589948969704799,0.0007727160970812405,0.8043478260869565,0.6818181818181819,0.2180911503085579,0.331173404704888,0.2341394025604553,0.2075717600686608,0.1885118651585717,0.1131059245960503,0.3344389165284688
77,0.03423423423423424,0.2058115777525539,0.0560525805826497,0.02499034104878648,0.3695652173913043,0.5,0.1060404930181283,0.3952669390054937,0.5431009957325748,0.2548714199434184,0.3810157462852073,0.253540793935767,0.1177446102819237
